bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40,fam_id_0.50,fam_type_0.50,fam_known_compounds_0.50
JAUCFS010000005.1.region005,betalactone,Others,GCA_030348325.1,JAUCFS010000005.1,3563,3453,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
JAUCFR010000004.1.region004,NRP-metallophore.NRPS,Others,GCA_030348365.1,JAUCFR010000004.1,3426,3426,3426,794,162,unknown_family,u_Others_162,149,unknown_family,u_Others_149,138,unknown_family,u_Others_138
JAUCFR010000004.1.region005,T3PKS,PKSother,GCA_030348365.1,JAUCFR010000004.1,3427,3427,3427,,330,unknown_family,u_PKSother_330,287,unknown_family,u_PKSother_287,251,unknown_family,u_PKSother_251
JAUCFR010000004.1.region002,LAP,RiPPs,GCA_030348365.1,JAUCFR010000004.1,3424,3424,3424,2582,278,unknown_family,u_RiPPs_278,244,unknown_family,u_RiPPs_244,162,unknown_family,u_RiPPs_162
JAUCFR010000004.1.region008,NRPS,NRPS,GCA_030348365.1,JAUCFR010000004.1,3430,3430,3430,,320,unknown_family,u_NRPS_320,278,unknown_family,u_NRPS_278,243,unknown_family,u_NRPS_243
JAUCFR010000004.1.region003,terpene,Terpene,GCA_030348365.1,JAUCFR010000004.1,3425,3425,3425,2488,358,unknown_family,u_Terpene_358,312,unknown_family,u_Terpene_312,274,unknown_family,u_Terpene_274
JAUCFR010000004.1.region001,arylpolyene,Others,GCA_030348365.1,JAUCFR010000004.1,3423,3423,3423,794,150,unknown_family,u_Others_150,138,unknown_family,u_Others_138,128,unknown_family,u_Others_128
JAUCFR010000004.1.region007,lassopeptide,RiPPs,GCA_030348365.1,JAUCFR010000004.1,3429,3429,3429,2582,286,unknown_family,u_RiPPs_286,251,unknown_family,u_RiPPs_251,183,unknown_family,u_RiPPs_183
JAUCFR010000004.1.region006,terpene,Terpene,GCA_030348365.1,JAUCFR010000004.1,3428,3428,3428,2488,349,unknown_family,u_Terpene_349,303,unknown_family,u_Terpene_303,265,unknown_family,u_Terpene_265
JAUCFB010000001.1.region003,NRP-metallophore.NRPS,Others,GCA_030348665.1,JAUCFB010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
JAUCFB010000001.1.region004,RiPP-like,RiPPs,GCA_030348665.1,JAUCFB010000001.1,2975,2975,2975,2582,46,unknown_family,u_RiPPs_46,42,unknown_family,u_RiPPs_42,37,unknown_family,u_RiPPs_37
JAUCFB010000008.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030348665.1,JAUCFB010000008.1,3270,2850,2850,2582,103,unknown_family,u_RiPPs_103,94,unknown_family,u_RiPPs_94,68,known_family,pseudomycoicidin
JAUCFB010000007.1.region001,NRPS,NRPS,GCA_030348665.1,JAUCFB010000007.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26,27,unknown_family,u_NRPS_27
JAUCFB010000001.1.region001,LAP,RiPPs,GCA_030348665.1,JAUCFB010000001.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
JAUCFB010000001.1.region008,lassopeptide,RiPPs,GCA_030348665.1,JAUCFB010000001.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29,3,unknown_family,u_RiPPs_3
JAUCFB010000001.1.region002,NI-siderophore,Others,GCA_030348665.1,JAUCFB010000001.1,3322,3322,3322,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
JAUCFB010000001.1.region005,betalactone,Others,GCA_030348665.1,JAUCFB010000001.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
JAUCFB010000001.1.region006,RiPP-like,RiPPs,GCA_030348665.1,JAUCFB010000001.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
JAUCFB010000001.1.region007,terpene,Terpene,GCA_030348665.1,JAUCFB010000001.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
CP126515.1.region005,betalactone,Others,GCA_030166975.1,CP126515.1,3068,3563,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
CP126515.1.region003,NRP-metallophore.NRPS,Others,GCA_030166975.1,CP126515.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP126513.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030166975.1,CP126513.1,2840,2840,2840,2582,249,unknown_family,u_RiPPs_249,221,unknown_family,u_RiPPs_221,165,unknown_family,u_RiPPs_165
CP126515.1.region007,terpene,Terpene,GCA_030166975.1,CP126515.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
CP126515.1.region004,RRE-containing,RiPPs,GCA_030166975.1,CP126515.1,2844,2844,2844,2582,200,unknown_family,u_RiPPs_200,179,unknown_family,u_RiPPs_179,181,unknown_family,u_RiPPs_181
CP126515.1.region006,RiPP-like,RiPPs,GCA_030166975.1,CP126515.1,3015,2714,3071,2582,121,unknown_family,u_RiPPs_121,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
CP126515.1.region002,NI-siderophore,Others,GCA_030166975.1,CP126515.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
CP126515.1.region001,LAP,RiPPs,GCA_030166975.1,CP126515.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
JAVIVT010000002.1.region001,T3PKS,PKSother,GCA_031324195.1,JAVIVT010000002.1,2626,3584,3584,,332,unknown_family,u_PKSother_332,289,unknown_family,u_PKSother_289,5,unknown_family,u_PKSother_5
JAVIVT010000002.1.region002,terpene,Terpene,GCA_031324195.1,JAVIVT010000002.1,3585,3585,3585,2488,342,unknown_family,u_Terpene_342,298,unknown_family,u_Terpene_298,260,unknown_family,u_Terpene_260
JAVIVT010000001.1.region001,NI-siderophore,Others,GCA_031324195.1,JAVIVT010000001.1,3583,3583,3583,794,178,unknown_family,u_Others_178,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAVIVT010000002.1.region004,LAP.thiopeptide,RiPPs,GCA_031324195.1,JAVIVT010000002.1,3587,3587,3587,2582,267,unknown_family,u_RiPPs_267,236,unknown_family,u_RiPPs_236,212,unknown_family,u_RiPPs_212
JAVIVT010000002.1.region003,NRPS,NRPS,GCA_031324195.1,JAVIVT010000002.1,3586,3586,3586,,299,unknown_family,u_NRPS_299,260,unknown_family,u_NRPS_260,227,unknown_family,u_NRPS_227
CP126106.1.region008,lassopeptide,RiPPs,GCA_030123325.1,CP126106.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22,3,unknown_family,u_RiPPs_3
CP126106.1.region002,NRPS,NRPS,GCA_030123325.1,CP126106.1,2770,2770,2770,,304,unknown_family,u_NRPS_304,264,unknown_family,u_NRPS_264,231,unknown_family,u_NRPS_231
CP126106.1.region001,NRPS,NRPS,GCA_030123325.1,CP126106.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine,21,known_family,koranimine
CP126106.1.region004,betalactone,Others,GCA_030123325.1,CP126106.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
CP126106.1.region009,LAP,RiPPs,GCA_030123325.1,CP126106.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
CP126106.1.region010,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_030123325.1,CP126106.1,2778,2778,2778,1023,374,unknown_family,u_PKS-NRP_Hybrids_374,328,unknown_family,u_PKS-NRP_Hybrids_328,288,unknown_family,u_PKS-NRP_Hybrids_288
CP126106.1.region005,opine-like-metallophore,Others,GCA_030123325.1,CP126106.1,2264,2773,2773,794,143,unknown_family,u_Others_143,132,unknown_family,u_Others_132,41,known_family,bacillopaline;staphylopine
CP126106.1.region003,betalactone,Others,GCA_030123325.1,CP126106.1,2771,2771,2771,794,182,unknown_family,u_Others_182,163,unknown_family,u_Others_163,148,unknown_family,u_Others_148
CP126106.1.region007,terpene,Terpene,GCA_030123325.1,CP126106.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
CP126106.1.region006,T3PKS,PKSother,GCA_030123325.1,CP126106.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
CP126106.1.region011,terpene,Terpene,GCA_030123325.1,CP126106.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
CP126106.1.region012,NI-siderophore,Others,GCA_030123325.1,CP126106.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
JASNQX010000006.1.region011,LAP.RRE-containing,RiPPs,GCA_030176975.1,JASNQX010000006.1,3487,3119,3487,2582,56,known_family,plantazolicin,40,known_family,plantazolicin;plantazolicin,42,known_family,plantazolicin;plantazolicin
JASNQX010000006.1.region004,T3PKS,PKSother,GCA_030176975.1,JASNQX010000006.1,2765,3480,2765,,48,unknown_family,u_PKSother_48,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
JASNQX010000006.1.region006,transAT-PKS.betalactone.NRPS,Others,GCA_030176975.1,JASNQX010000006.1,3539,2750,3539,794,41,known_family,fengycin,1,known_family,fengycin,1,known_family,fengycin
JASNQX010000006.1.region007,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030176975.1,JASNQX010000006.1,1023,1023,1023,1023,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
JASNQX010000006.1.region005,terpene,Terpene,GCA_030176975.1,JASNQX010000006.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
JASNQX010000006.1.region008,transAT-PKS,PKSother,GCA_030176975.1,JASNQX010000006.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,33,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,34,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
JASNQX010000006.1.region001,other,Others,GCA_030176975.1,JASNQX010000006.1,1105,1105,1105,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin,11,known_family,bacilysin;bacilysin
JASNQX010000006.1.region010,PKS-like,PKSother,GCA_030176975.1,JASNQX010000006.1,3486,3486,3486,,49,unknown_family,u_PKSother_49,44,unknown_family,u_PKSother_44,43,unknown_family,u_PKSother_43
JASNQX010000006.1.region012,NRPS,NRPS,GCA_030176975.1,JASNQX010000006.1,3545,3545,3545,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
JASNQX010000006.1.region002,RiPP-like.NRP-metallophore.NRPS,Others,GCA_030176975.1,JASNQX010000006.1,3548,3548,3548,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
JASNQX010000006.1.region009,terpene,Terpene,GCA_030176975.1,JASNQX010000006.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50,45,unknown_family,u_Terpene_45,15,unknown_family,u_Terpene_15
JASNQX010000006.1.region003,transAT-PKS,PKSother,GCA_030176975.1,JASNQX010000006.1,3384,3384,3384,,44,known_family,difficidin,36,known_family,difficidin,38,known_family,difficidin
JAUCEN010000002.1.region007,NI-siderophore,Others,GCA_030348945.1,JAUCEN010000002.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAUCEN010000002.1.region002,T3PKS,PKSother,GCA_030348945.1,JAUCEN010000002.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
JAUCEN010000001.1.region001,RiPP-like,RiPPs,GCA_030348945.1,JAUCEN010000001.1,3142,3142,3142,2582,266,unknown_family,u_RiPPs_266,235,unknown_family,u_RiPPs_235,211,unknown_family,u_RiPPs_211
JAUCEN010000002.1.region003,terpene,Terpene,GCA_030348945.1,JAUCEN010000002.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
JAUCEN010000002.1.region004,LAP,RiPPs,GCA_030348945.1,JAUCEN010000002.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
JAUCEN010000002.1.region005,terpene,Terpene,GCA_030348945.1,JAUCEN010000002.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
JAUCEN010000002.1.region006,cyclic-lactone-autoinducer,RiPPs,GCA_030348945.1,JAUCEN010000002.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73,71,unknown_family,u_RiPPs_71,70,unknown_family,u_RiPPs_70
JAUCEN010000002.1.region001,betalactone,Others,GCA_030348945.1,JAUCEN010000002.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
JAUCER010000002.1.region004,terpene,Terpene,GCA_030348905.1,JAUCER010000002.1,3494,3494,3494,2488,96,unknown_family,u_Terpene_96,88,unknown_family,u_Terpene_88,84,unknown_family,u_Terpene_84
JAUCER010000002.1.region006,terpene,Terpene,GCA_030348905.1,JAUCER010000002.1,3182,3182,3182,2488,94,unknown_family,u_Terpene_94,86,unknown_family,u_Terpene_86,83,unknown_family,u_Terpene_83
JAUCER010000001.1.region001,arylpolyene.ladderane,Others,GCA_030348905.1,JAUCER010000001.1,3176,3176,3176,794,154,unknown_family,u_Others_154,141,unknown_family,u_Others_141,131,unknown_family,u_Others_131
JAUCER010000002.1.region003,NI-siderophore,Others,GCA_030348905.1,JAUCER010000002.1,3179,3493,3583,794,66,unknown_family,u_Others_66,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAUCER010000002.1.region002,RiPP-like,RiPPs,GCA_030348905.1,JAUCER010000002.1,3178,3178,3178,2582,254,unknown_family,u_RiPPs_254,225,unknown_family,u_RiPPs_225,174,unknown_family,u_RiPPs_174
JAUCER010000002.1.region001,LAP,RiPPs,GCA_030348905.1,JAUCER010000002.1,3492,2792,3492,2582,118,unknown_family,u_RiPPs_118,81,unknown_family,u_RiPPs_81,79,unknown_family,u_RiPPs_79
JAUCER010000002.1.region005,T3PKS,PKSother,GCA_030348905.1,JAUCER010000002.1,3495,3495,3495,,63,unknown_family,u_PKSother_63,63,unknown_family,u_PKSother_63,63,unknown_family,u_PKSother_63
CP126110.1.region004,phosphonate,Others,GCA_030123405.1,CP126110.1,2803,2803,2803,794,149,unknown_family,u_Others_149,137,unknown_family,u_Others_137,127,unknown_family,u_Others_127
CP126110.1.region006,T3PKS,PKSother,GCA_030123405.1,CP126110.1,3582,2805,2805,,132,unknown_family,u_PKSother_132,121,unknown_family,u_PKSother_121,28,unknown_family,u_PKSother_28
CP126110.1.region005,terpene,Terpene,GCA_030123405.1,CP126110.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54,38,unknown_family,u_Terpene_38,39,unknown_family,u_Terpene_39
CP126110.1.region007,RiPP-like,RiPPs,GCA_030123405.1,CP126110.1,2839,2806,2806,2582,280,unknown_family,u_RiPPs_280,246,unknown_family,u_RiPPs_246,47,unknown_family,u_RiPPs_47
CP126110.1.region001,LAP,RiPPs,GCA_030123405.1,CP126110.1,2800,2800,2800,2582,124,unknown_family,u_RiPPs_124,113,unknown_family,u_RiPPs_113,108,unknown_family,u_RiPPs_108
CP126110.1.region003,NRPS,NRPS,GCA_030123405.1,CP126110.1,2802,2802,2802,,315,unknown_family,u_NRPS_315,274,unknown_family,u_NRPS_274,241,unknown_family,u_NRPS_241
CP126110.1.region002,RRE-containing,RiPPs,GCA_030123405.1,CP126110.1,2801,2801,2801,2582,216,unknown_family,u_RiPPs_216,194,unknown_family,u_RiPPs_194,215,unknown_family,u_RiPPs_215
JAVIVN010000001.1.region002,NRPS,NRPS,GCA_031324335.1,JAVIVN010000001.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13,14,unknown_family,u_NRPS_14
JAVIVN010000001.1.region006,NRP-metallophore.NRPS,Others,GCA_031324335.1,JAVIVN010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
JAVIVN010000001.1.region008,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_031324335.1,JAVIVN010000001.1,3529,3529,3529,1023,371,unknown_family,u_PKS-NRP_Hybrids_371,325,unknown_family,u_PKS-NRP_Hybrids_325,285,unknown_family,u_PKS-NRP_Hybrids_285
JAVIVN010000001.1.region004,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000001.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23,23,unknown_family,u_RiPPs_23
JAVIVN010000015.1.region002,LAP,RiPPs,GCA_031324335.1,JAVIVN010000015.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
JAVIVN010000001.1.region001,terpene,Terpene,GCA_031324335.1,JAVIVN010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
JAVIVN010000001.1.region003,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000001.1,3071,3071,3071,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
JAVIVN010000001.1.region007,NI-siderophore,Others,GCA_031324335.1,JAVIVN010000001.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
JAVIVN010000014.1.region002,CDPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,2559,3531,3531,,316,unknown_family,u_NRPS_316,275,unknown_family,u_NRPS_275,24,known_family,pulcherriminic acid
JAVIVN010000015.1.region001,NRPS,NRPS,GCA_031324335.1,JAVIVN010000015.1,3534,3534,3534,,302,unknown_family,u_NRPS_302,262,unknown_family,u_NRPS_262,229,unknown_family,u_NRPS_229
JAVIVN010000014.1.region004,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000014.1,3533,3533,3533,2582,222,unknown_family,u_RiPPs_222,199,unknown_family,u_RiPPs_199,224,unknown_family,u_RiPPs_224
JAVIVN010000014.1.region001,NRPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,3388,3530,3388,,129,unknown_family,u_NRPS_129,60,unknown_family,u_NRPS_60,62,unknown_family,u_NRPS_62
JAVIVN010000014.1.region003,NRPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,3532,3532,3532,,128,unknown_family,u_NRPS_128,117,unknown_family,u_NRPS_117,112,unknown_family,u_NRPS_112
JAVIVN010000001.1.region005,betalactone,Others,GCA_031324335.1,JAVIVN010000001.1,3068,2937,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
CP126108.1.region006,lassopeptide,RiPPs,GCA_030123345.1,CP126108.1,2814,2791,2791,2582,277,unknown_family,u_RiPPs_277,95,unknown_family,u_RiPPs_95,3,unknown_family,u_RiPPs_3
CP126108.1.region001,NI-siderophore,Others,GCA_030123345.1,CP126108.1,2734,2734,2734,794,68,unknown_family,u_Others_68,67,unknown_family,u_Others_67,52,unknown_family,u_Others_52
CP126108.1.region005,RRE-containing,RiPPs,GCA_030123345.1,CP126108.1,2520,2790,2790,2582,269,unknown_family,u_RiPPs_269,238,unknown_family,u_RiPPs_238,103,unknown_family,u_RiPPs_103
CP126108.1.region003,LAP.terpene,Others,GCA_030123345.1,CP126108.1,2788,2788,2788,794,145,unknown_family,u_Others_145,134,unknown_family,u_Others_134,124,unknown_family,u_Others_124
CP126108.1.region004,T3PKS,PKSother,GCA_030123345.1,CP126108.1,3414,3414,3414,,90,unknown_family,u_PKSother_90,84,unknown_family,u_PKSother_84,28,unknown_family,u_PKSother_28
CP126108.1.region002,RRE-containing.lassopeptide,RiPPs,GCA_030123345.1,CP126108.1,2787,2787,2787,2582,241,unknown_family,u_RiPPs_241,214,unknown_family,u_RiPPs_214,210,unknown_family,u_RiPPs_210
CP126520.1.region003,NI-siderophore,Others,GCA_030166995.1,CP126520.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
CP126520.1.region001,NRPS-like,NRPS,GCA_030166995.1,CP126520.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30,30,unknown_family,u_NRPS_30
CP126520.1.region009,terpene,Terpene,GCA_030166995.1,CP126520.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
CP126519.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030166995.1,CP126519.1,3270,2850,2850,2582,103,unknown_family,u_RiPPs_103,94,unknown_family,u_RiPPs_94,68,known_family,pseudomycoicidin
CP126520.1.region007,RiPP-like,RiPPs,GCA_030166995.1,CP126520.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
CP126520.1.region005,betalactone,Others,GCA_030166995.1,CP126520.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
CP126517.1.region001,RiPP-like,RiPPs,GCA_030166995.1,CP126517.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58,52,unknown_family,u_RiPPs_52,54,unknown_family,u_RiPPs_54
CP126518.1.region001,RiPP-like,RiPPs,GCA_030166995.1,CP126518.1,3260,2849,3260,2582,296,unknown_family,u_RiPPs_296,51,unknown_family,u_RiPPs_51,36,unknown_family,u_RiPPs_36
CP126520.1.region006,RiPP-like,RiPPs,GCA_030166995.1,CP126520.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23,23,unknown_family,u_RiPPs_23
CP126520.1.region010,lassopeptide,RiPPs,GCA_030166995.1,CP126520.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29,3,unknown_family,u_RiPPs_3
CP126520.1.region004,NRP-metallophore.NRPS,Others,GCA_030166995.1,CP126520.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP126520.1.region002,LAP,RiPPs,GCA_030166995.1,CP126520.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
CP126520.1.region008,NRPS,NRPS,GCA_030166995.1,CP126520.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13,14,unknown_family,u_NRPS_14
JAUCFD010000009.1.region001,NRPS,NRPS,GCA_030348625.1,JAUCFD010000009.1,355,3655,3655,,61,known_family,lichenysin,59,known_family,lichenysin,12,known_family,lichenysin;surfactin
JAUCFD010000009.1.region002,LAP.thiopeptide,RiPPs,GCA_030348625.1,JAUCFD010000009.1,3654,3654,3654,2582,81,unknown_family,u_RiPPs_81,79,unknown_family,u_RiPPs_79,77,unknown_family,u_RiPPs_77
JAUCFD010000009.1.region006,T3PKS,PKSother,GCA_030348625.1,JAUCFD010000009.1,2684,2637,2684,,88,unknown_family,u_PKSother_88,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
